severe,number_of_vehicles,number_of_casualties,speed_limit,road_type,urban_or_rural_area,junction_detail,day_of_week,hour,weather_conditions,road_surface_conditions,light_conditions,has_carriageway_hazard,has_vulnerable_vehicle,has_skidding_or_overturning,has_pedestrian_casualty,has_vulnerable_road_user
1,2,1,40,3,1,13,3,16,1,1,1,0,1,0,0,1
0,1,2,60,6,2,0,6,22,1,1,6,1,0,1,0,0
1,1,2,50,6,2,0,7,18,2,2,1,0,0,1,1,1
1,1,1,30,6,1,0,6,16,2,2,4,0,0,0,1,1
0,1,1,30,6,1,0,2,8,1,4,1,0,0,0,0,0
1,1,1,60,6,2,0,7,21,1,1,6,0,0,0,0,0
1,1,1,30,6,1,18,5,4,1,1,-99,0,0,0,1,1
1,3,1,40,6,2,0,3,19,1,1,1,0,1,0,0,1
0,2,1,30,6,1,0,4,18,1,2,4,0,0,0,0,0
1,1,1,60,6,2,0,3,13,1,1,1,0,0,0,1,1
0,3,3,40,3,1,-99,2,12,2,2,1,0,0,0,0,0
0,2,1,30,6,1,13,6,11,1,1,1,0,1,0,0,1
0,2,1,30,6,1,16,1,13,1,2,1,0,1,0,0,1
0,2,1,40,6,2,0,7,9,1,2,1,0,0,0,0,0
0,2,2,70,3,2,16,3,19,1,1,4,0,0,0,0,0
1,3,2,60,6,2,0,7,10,1,1,1,0,0,0,0,0
0,2,1,30,6,2,13,6,14,1,1,1,0,1,0,0,1
1,1,1,30,6,1,13,5,15,1,1,1,0,0,0,1,1
1,1,1,30,6,1,13,5,16,1,1,1,0,0,0,1,1
0,2,1,60,6,2,0,7,10,1,1,1,0,0,0,0,0
0,1,1,60,6,2,0,2,8,2,2,1,1,0,1,0,0
0,1,1,30,6,1,0,5,0,8,4,4,0,0,1,0,0
0,1,1,30,6,1,13,1,23,1,2,4,0,0,0,1,1
0,2,1,30,6,2,13,6,13,1,1,1,0,0,0,0,0
0,2,1,30,6,1,13,1,15,1,1,1,0,0,0,0,0
1,3,4,40,6,2,0,3,13,1,1,1,0,0,0,0,0
0,1,1,50,6,2,0,7,1,1,1,6,0,0,1,0,0
0,2,1,70,3,2,0,4,15,1,1,1,0,0,0,0,0
1,2,1,70,3,2,0,5,13,1,1,1,0,1,0,0,1
1,2,2,30,6,1,13,2,19,1,1,1,0,1,0,1,1
1,2,5,50,6,2,-99,5,6,1,1,1,0,0,0,0,0
0,2,1,20,6,1,13,3,10,2,2,1,0,1,0,0,1
0,2,1,40,6,1,0,6,6,1,1,1,0,1,0,0,1
0,2,1,50,6,2,18,7,14,1,2,1,0,1,0,0,1
0,2,1,30,6,1,16,5,11,1,1,1,0,0,0,0,0
0,2,1,30,6,1,13,7,16,1,1,1,0,1,0,0,1
0,2,1,40,6,1,-99,6,9,1,1,1,0,0,0,0,0
0,1,1,60,6,2,0,2,2,1,1,6,0,0,1,0,0
0,1,1,30,6,2,0,3,8,1,1,1,0,0,0,1,1
1,2,1,50,6,2,13,6,15,1,1,1,0,0,0,0,0
0,3,1,40,6,2,13,7,18,2,2,4,0,0,0,0,0
1,2,1,30,6,1,0,5,15,1,1,1,0,1,0,0,1
1,2,1,60,6,2,13,1,20,1,2,4,0,0,0,0,0
1,2,1,30,6,1,18,1,11,1,1,1,0,1,0,0,1
1,2,1,30,6,1,0,7,15,1,1,1,0,1,0,0,1
0,5,1,30,6,1,0,5,13,1,1,1,0,0,0,0,0
0,2,1,60,6,1,0,2,15,1,1,1,0,1,0,0,1
1,1,1,40,6,1,-99,2,10,1,1,1,0,0,0,1,1
0,3,1,70,3,2,0,6,20,1,1,6,1,0,0,0,0
0,2,1,50,6,2,18,4,12,1,2,1,0,1,1,0,1
1,1,1,20,6,2,0,7,17,1,1,1,0,0,0,0,0
0,2,2,30,6,1,16,3,17,2,2,1,0,0,0,0,0
0,2,2,40,6,2,13,4,18,2,2,1,0,0,0,0,0
0,2,1,50,1,2,-99,7,18,1,1,4,0,0,0,0,0
0,3,1,30,6,1,13,7,18,8,1,4,0,0,0,1,1
1,1,1,30,6,2,18,1,14,1,1,1,0,0,0,1,1
1,2,1,40,6,1,18,4,17,1,1,1,0,1,0,0,1
1,1,1,70,3,2,0,2,18,1,1,1,0,1,0,0,1
0,2,2,50,6,2,0,6,15,1,2,1,0,0,1,0,0
0,1,1,30,6,1,16,6,13,1,1,1,0,0,0,1,1
1,3,2,30,6,2,18,2,16,2,2,4,0,0,0,0,0
0,2,1,30,1,1,-99,1,11,1,1,1,0,0,0,0,0
0,2,1,30,6,1,13,7,15,1,1,1,0,1,0,0,1
0,2,1,30,6,1,0,1,12,1,1,1,0,0,0,0,0
0,2,2,70,3,2,0,4,15,1,1,1,0,0,1,0,0
1,2,1,50,6,2,13,6,7,1,1,1,0,0,0,0,0
0,2,1,40,3,2,0,5,19,1,1,4,0,1,0,0,1
0,1,1,30,6,1,0,6,9,1,2,1,0,0,1,0,0
0,2,1,40,6,1,18,6,10,1,1,1,0,0,0,0,0
0,2,1,30,6,1,13,1,16,1,1,1,0,1,0,0,1
1,2,1,50,1,2,-99,1,14,1,1,1,0,1,0,0,1
1,2,1,30,6,2,-99,6,12,1,1,1,0,1,1,0,1
0,2,1,30,6,2,18,2,6,1,4,1,0,0,0,0,0
1,2,1,40,6,2,16,4,21,1,1,1,0,0,0,0,0
1,2,1,30,6,1,-99,6,13,1,1,1,0,0,0,0,0
0,2,1,30,6,1,13,4,9,1,1,1,0,1,0,0,1
1,1,1,40,6,2,16,4,7,1,2,-99,0,0,0,1,1
1,1,1,50,6,2,0,2,21,1,1,1,0,0,1,0,0
0,2,1,50,6,2,13,4,7,1,1,1,0,0,1,0,0
0,1,1,50,6,2,0,3,23,1,2,6,0,0,1,0,0
0,3,1,50,6,2,16,1,9,1,1,1,0,0,0,0,0
0,2,1,50,6,2,13,6,17,1,1,1,0,0,0,0,0
0,2,1,20,6,1,0,5,17,8,4,4,0,0,0,0,0
0,2,1,70,3,2,0,2,17,2,2,4,0,1,0,0,1
0,2,1,30,1,2,-99,6,16,1,1,4,0,0,0,0,0
1,2,1,50,6,2,16,2,17,1,1,4,0,0,1,0,0
0,2,2,40,1,1,-99,5,20,1,1,-99,0,0,0,0,0
1,1,1,50,6,2,0,3,16,1,1,1,0,1,1,0,1
1,2,1,30,6,1,0,4,7,1,1,1,0,1,0,0,1
0,1,1,30,6,2,13,7,0,1,1,6,0,0,0,0,0
0,3,1,50,6,2,16,7,12,2,2,1,0,0,0,0,0
0,2,1,30,6,1,13,2,8,1,2,1,0,0,0,0,0
0,1,1,70,3,1,0,2,7,1,1,-99,0,0,0,0,0
0,2,3,30,6,2,13,1,6,7,2,6,0,0,1,0,0
0,1,2,20,6,1,16,2,15,1,1,1,0,0,0,1,1
0,2,2,30,6,2,13,5,9,1,1,1,0,0,0,0,0
0,2,1,30,6,1,13,5,10,1,4,1,0,0,1,0,0
1,2,1,30,1,1,-99,5,8,1,1,1,0,1,0,0,1
1,1,1,50,6,2,0,7,13,1,1,1,0,1,0,0,1
0,2,2,50,6,2,16,5,9,1,1,1,1,0,0,0,0
1,2,1,50,6,2,16,4,9,1,1,1,0,0,0,0,0
0,1,1,30,6,1,0,5,8,1,1,1,0,0,0,1,1
0,2,2,40,6,1,13,5,15,1,2,1,0,0,0,0,0
0,4,1,70,7,2,-99,5,17,1,1,1,-99,0,0,0,0
0,2,1,50,6,2,18,6,16,1,1,1,0,0,0,0,0
0,1,1,50,6,2,0,1,19,1,1,6,0,0,1,0,0
0,2,1,30,6,1,13,1,12,1,1,1,0,1,1,0,1
0,1,1,60,1,2,-99,1,7,1,1,1,0,0,0,0,0
0,2,1,30,6,1,0,1,11,1,1,1,0,1,0,0,1
0,2,1,30,6,1,13,6,20,1,1,1,0,1,1,0,1
0,2,1,50,6,2,0,5,14,1,1,1,0,0,0,0,0
0,3,1,50,3,1,0,7,23,1,1,4,0,0,0,0,0
1,2,3,60,6,2,0,1,17,1,1,1,0,0,1,0,0
0,1,1,60,6,2,0,4,7,2,2,1,1,0,1,0,0
0,2,1,30,6,1,0,3,17,1,1,5,0,1,0,0,1
0,2,1,50,6,2,16,5,18,1,1,1,0,0,0,0,0
1,2,2,60,6,2,13,4,8,1,1,1,0,0,0,0,0
1,2,2,60,6,2,0,3,14,2,2,1,0,0,1,0,0
0,1,1,30,6,1,13,5,21,1,1,4,0,0,0,1,1
1,1,1,30,6,1,13,7,1,1,1,4,0,0,0,1,1
0,3,2,60,6,2,18,2,8,1,1,1,0,0,0,0,0
1,2,1,50,6,2,16,4,2,2,2,6,0,0,0,0,0
1,2,1,50,6,2,0,7,21,1,2,6,0,0,0,0,0
0,2,1,40,3,2,-99,3,16,1,1,1,0,0,0,0,0
0,2,2,50,3,1,-99,1,22,1,1,4,0,0,0,0,0
0,2,2,60,6,2,16,2,8,1,1,1,0,0,1,0,0
1,1,1,60,6,2,0,1,20,1,1,6,0,1,1,0,1
1,2,1,40,6,2,18,5,18,2,2,1,0,1,0,0,1
1,2,1,30,6,1,0,4,17,8,1,1,0,1,0,0,0
0,1,2,30,6,1,-99,4,8,1,1,1,0,0,0,1,1
0,2,2,50,6,2,0,7,6,1,1,6,0,0,0,0,0
0,1,1,60,6,2,0,2,6,1,2,6,0,0,1,0,0
1,2,2,40,6,2,13,7,13,1,1,1,0,0,0,0,0
1,2,1,60,6,2,0,6,12,1,1,1,0,1,0,0,1
1,2,2,70,3,2,0,3,20,2,2,4,0,0,1,0,0
0,2,1,50,1,2,-99,1,13,1,1,1,0,0,0,0,0
1,2,1,30,6,1,0,7,17,8,1,4,0,1,0,0,1
0,1,1,30,6,1,0,3,8,1,1,1,0,0,0,1,1
0,1,1,60,6,2,0,2,16,2,2,6,0,0,0,0,0
1,2,1,50,6,2,13,6,12,1,1,1,0,1,1,0,1
0,2,1,50,6,2,16,6,12,1,1,1,0,0,0,0,0
0,1,1,30,6,1,16,6,21,1,1,4,0,0,0,1,1
0,2,1,30,6,1,18,3,5,1,1,4,0,1,0,0,1
0,3,1,30,6,1,0,2,21,1,1,4,0,0,1,0,0
0,2,1,30,6,1,13,3,17,1,2,1,0,0,0,0,0
0,1,1,30,6,1,0,1,19,1,1,1,0,0,0,1,1
0,2,1,70,3,2,0,3,7,1,1,-99,0,0,0,0,0
0,1,1,60,6,2,0,6,11,1,2,1,0,0,1,0,0
1,1,1,30,2,1,0,6,16,1,1,1,0,0,0,1,1
0,2,1,30,6,1,18,3,17,1,1,1,0,1,0,0,1
0,2,1,70,3,2,0,2,15,1,1,1,0,0,0,0,0
0,2,3,50,3,2,13,7,17,1,1,1,0,0,0,0,0
1,1,1,30,6,1,13,6,3,8,2,4,0,1,0,0,1
0,2,1,30,6,1,13,4,17,1,1,1,0,0,0,0,0
0,2,1,30,6,1,18,3,8,1,2,1,0,1,0,0,1
0,1,1,30,6,1,0,5,8,1,1,1,0,0,0,1,1
1,2,2,50,6,2,0,5,19,2,2,1,1,0,1,0,0
1,1,1,30,6,2,13,4,8,1,1,1,0,0,0,1,1
1,2,5,50,6,2,16,2,10,1,2,1,0,0,1,0,0
1,2,1,40,1,2,-99,3,15,8,2,1,0,1,0,0,1
1,2,2,50,6,2,13,3,10,1,1,1,0,0,0,0,0
1,1,1,30,6,1,13,3,11,1,1,1,0,0,0,0,0
0,2,1,60,6,2,13,2,21,1,1,1,0,0,0,0,0
1,2,1,30,6,1,0,7,3,2,2,4,0,1,0,0,1
0,1,1,30,2,1,16,3,11,1,1,1,0,0,0,1,1
1,2,1,40,6,2,13,5,10,1,1,1,0,1,0,0,1
0,2,2,50,6,2,13,5,7,1,1,1,0,0,0,0,0
0,3,1,50,6,2,0,7,13,1,1,1,0,1,0,0,1
0,2,2,60,6,2,0,2,8,1,1,1,0,0,0,0,0
0,1,1,20,6,1,0,1,13,1,1,1,0,0,0,1,1
0,1,1,30,6,1,13,5,12,1,1,1,0,0,0,1,1
0,2,1,30,6,2,18,1,11,1,1,1,0,1,0,0,1
1,1,1,30,6,1,13,2,15,1,1,1,0,0,0,1,1
1,1,1,60,6,2,0,7,1,1,1,4,0,0,0,0,0
0,2,1,60,6,2,13,6,8,1,1,1,0,0,0,0,0
0,2,1,40,6,1,13,5,11,1,1,1,0,0,0,0,0
1,1,1,30,6,1,0,7,21,1,1,4,0,1,1,0,1
1,1,1,30,6,1,0,5,10,1,1,1,0,0,0,1,1
0,2,8,70,3,2,18,4,9,1,1,1,0,0,0,0,0
0,2,1,40,1,2,-99,6,16,2,2,4,0,0,0,0,0
0,1,1,30,6,1,18,5,10,1,1,1,0,0,0,1,1
0,1,1,40,1,2,-99,1,1,1,2,4,0,0,1,0,0
0,2,1,50,7,2,-99,4,12,1,1,1,0,0,0,0,0
1,1,1,40,1,2,-99,7,17,2,2,4,0,1,0,0,1
0,2,1,30,6,2,13,7,13,1,1,1,0,1,0,0,1
0,1,1,30,6,1,0,5,8,6,2,1,0,0,0,1,1
0,1,1,30,6,1,13,2,8,1,4,1,0,0,0,1,1
1,2,1,30,6,1,0,7,21,1,2,4,0,1,1,0,1
1,4,3,60,6,2,0,5,14,1,2,1,0,0,1,0,0
1,1,1,30,6,1,13,1,15,1,1,1,0,1,0,0,1
0,2,1,70,3,2,0,6,14,1,1,1,0,0,0,0,0
1,1,1,30,6,2,13,4,10,1,1,1,0,0,0,0,0
0,1,1,60,6,2,0,6,20,7,2,4,0,0,0,0,0
1,1,1,30,6,1,13,3,19,1,1,4,0,0,0,1,1
0,2,1,30,6,2,18,7,17,1,1,1,0,1,0,0,1
0,1,1,50,6,2,0,6,15,1,2,1,0,0,1,0,0
0,3,2,30,6,1,13,3,9,1,1,1,0,0,0,0,0
0,2,1,50,6,2,16,6,18,1,1,1,0,1,0,0,1
0,3,1,40,6,2,0,7,0,1,1,6,0,0,1,0,0
0,2,1,60,6,2,0,4,20,1,1,6,0,0,0,0,0
1,2,1,60,3,2,13,3,17,2,2,1,0,1,0,0,1
0,2,1,30,3,2,0,2,12,1,1,1,0,0,0,0,0
0,3,1,50,6,2,0,2,17,1,1,6,0,1,0,0,1
1,1,1,30,6,1,13,4,13,1,1,1,0,0,0,1,1
0,2,1,40,6,2,13,5,8,1,4,1,0,0,0,0,0
0,2,1,70,7,2,-99,2,17,1,1,4,0,0,0,0,0
0,2,1,50,3,2,13,6,7,1,1,1,0,0,0,0,0
1,2,2,60,6,2,16,2,6,1,1,1,0,0,1,0,0
0,2,1,70,3,2,0,4,15,1,1,1,0,0,0,0,0
1,2,2,50,6,2,16,4,6,7,2,6,0,0,1,0,0
0,2,1,40,1,2,-99,2,12,1,1,1,0,1,0,0,1
0,2,1,60,6,2,13,4,16,1,1,1,0,0,0,0,0
0,2,2,40,6,2,0,5,19,1,2,4,0,0,0,0,0
1,2,1,50,6,2,16,2,8,1,2,1,1,0,0,0,0
0,2,1,60,6,2,0,4,13,1,1,1,0,0,1,0,0
1,2,1,30,6,1,13,7,7,1,1,1,0,1,1,0,1
0,1,1,50,6,2,0,7,17,2,2,1,0,0,0,0,0
0,3,1,60,6,2,0,4,20,1,2,6,0,0,1,0,0
0,2,1,30,6,1,13,5,6,1,1,4,0,1,0,0,1
0,2,1,40,6,2,0,7,22,1,1,6,0,0,1,0,0
0,2,1,30,6,2,16,6,11,2,2,1,0,0,0,0,0
1,2,2,70,3,2,0,3,16,1,1,1,0,0,0,0,0
0,1,1,60,6,2,0,2,6,1,2,6,0,0,1,0,0
0,2,1,70,3,2,0,4,16,1,1,1,0,0,1,0,0
0,1,1,60,6,2,0,2,4,1,1,6,0,0,0,0,0
0,3,1,30,6,1,13,6,16,1,1,1,0,0,0,0,0
0,2,2,60,6,2,0,2,10,8,1,1,0,0,0,0,0
0,2,2,30,6,1,16,5,9,-99,1,1,0,0,0,0,0
0,1,1,60,6,2,0,7,23,2,2,6,0,1,0,0,1
0,1,1,40,6,2,0,5,22,1,1,4,0,1,0,0,1
1,3,1,30,6,1,13,4,11,1,1,1,0,1,1,0,1
0,1,1,60,6,2,13,7,15,1,1,1,0,1,1,0,1
0,2,2,30,6,1,13,2,16,2,2,1,0,0,0,0,0
0,2,2,60,6,2,0,2,14,1,1,1,0,0,0,0,0
0,1,1,70,3,2,0,2,19,5,5,6,0,0,0,0,0
0,2,1,60,6,2,18,6,13,1,1,1,0,0,0,0,0
0,1,1,60,6,2,16,7,8,1,4,1,0,0,1,0,0
0,3,1,30,6,2,0,3,9,-99,2,1,0,0,0,0,0
0,2,5,30,6,1,13,2,17,1,1,1,0,0,0,0,0
0,2,1,40,1,1,0,1,17,1,1,1,0,1,1,0,1
0,2,1,30,6,1,13,7,18,1,1,4,0,0,1,0,0
1,3,2,70,3,2,13,6,16,1,1,4,0,0,1,0,0
0,1,1,30,6,2,13,7,16,1,2,4,0,0,0,1,1
0,2,1,30,6,2,0,3,6,1,1,1,0,1,0,0,1
0,2,2,60,6,2,13,2,15,5,2,1,0,0,0,0,0
1,1,3,30,6,1,16,7,3,1,1,4,0,0,0,0,0
0,2,1,30,6,1,13,2,10,1,1,1,0,1,1,0,1
0,2,1,40,6,2,18,1,18,1,1,1,0,1,0,0,1
0,2,2,30,6,1,16,3,18,8,2,4,0,0,0,0,0
1,1,1,50,6,2,13,2,5,7,4,6,0,0,1,0,0
0,2,2,60,6,2,16,4,14,5,2,1,0,0,0,0,0
0,1,1,50,6,2,0,5,19,1,1,1,0,0,1,0,0
0,2,1,60,3,2,0,3,8,1,1,1,0,0,0,0,0
0,2,1,30,6,1,13,2,17,-99,1,4,0,1,0,0,1
1,1,1,60,6,2,0,1,2,1,2,6,0,0,1,0,0
0,1,1,30,6,1,0,2,11,1,1,1,0,0,0,1,1
0,2,1,30,6,1,0,3,0,-99,1,1,0,0,0,0,0
0,2,1,40,6,2,0,7,13,1,1,1,0,1,1,0,1
1,3,1,30,6,1,13,2,23,1,1,4,0,0,1,0,0
0,2,3,30,6,1,0,4,15,1,1,1,0,0,1,0,0
0,4,1,60,6,2,0,2,14,1,1,1,0,0,1,0,0
0,2,2,30,6,2,0,1,6,1,1,1,0,0,0,0,0
0,1,1,60,1,2,0,5,5,2,2,1,0,1,1,0,1
0,3,3,60,6,2,13,1,10,1,1,1,0,0,1,0,0
0,2,1,30,6,1,16,2,15,1,1,1,0,0,0,0,0
0,3,1,50,6,2,13,1,14,1,1,1,0,0,1,0,0
0,2,4,60,6,2,0,4,12,2,2,1,0,0,0,0,0
1,4,5,50,6,2,13,6,18,1,1,1,0,0,0,0,0
0,2,1,30,1,1,0,2,19,1,2,4,0,0,0,0,0
0,1,1,60,6,2,0,1,20,1,1,6,0,0,1,0,0
0,2,1,60,6,2,0,1,11,1,1,1,0,0,1,0,0
1,1,1,30,6,2,0,6,17,1,2,-99,0,0,1,0,0
0,2,1,60,6,2,13,6,17,1,1,6,0,0,1,0,0
0,1,1,60,6,2,0,5,4,1,2,6,0,0,1,0,0
0,2,1,50,6,2,18,6,21,1,1,4,0,0,0,0,0
0,2,1,40,3,1,19,7,13,1,1,1,0,0,0,0,0
0,1,1,30,6,1,13,3,17,1,1,4,0,0,0,1,1
0,1,1,30,6,1,0,5,14,1,1,1,0,0,0,1,1
0,2,1,30,6,1,0,3,15,1,1,1,0,0,0,0,0
0,2,1,30,1,1,0,4,16,1,1,1,0,1,0,0,1
0,1,1,30,6,2,0,2,10,1,1,1,0,1,1,0,1
0,1,1,30,6,1,0,5,15,8,1,1,0,0,0,1,1
0,1,2,60,6,2,0,6,18,7,2,6,0,0,1,0,0
0,1,1,30,6,1,0,5,8,-99,1,1,0,0,0,1,1
0,2,1,60,6,2,18,7,9,1,1,1,0,1,0,0,1
0,2,1,30,1,2,0,7,23,1,1,4,0,0,0,0,0
0,4,1,60,6,2,13,5,8,1,1,1,0,0,0,0,0
0,2,5,60,6,2,0,2,8,1,1,1,0,0,1,0,0
0,1,1,60,6,2,16,1,15,1,1,1,0,1,1,0,1
0,1,1,60,6,2,13,5,1,1,1,4,0,0,1,0,0
0,2,4,30,1,2,0,6,3,1,1,4,0,0,0,0,0
1,3,1,60,6,2,13,7,8,1,2,1,0,1,1,0,1
1,2,1,60,6,2,0,4,17,1,2,1,0,0,0,0,0
0,2,1,60,6,2,18,5,9,2,2,1,0,1,0,0,1
0,2,1,30,6,1,13,7,18,1,1,1,0,1,0,0,1
0,2,1,30,6,1,0,5,15,1,1,1,0,0,0,0,0
0,1,2,60,6,2,0,5,18,1,2,1,0,0,0,0,0
0,1,1,60,1,2,0,3,17,1,1,4,0,0,1,0,0
0,1,1,60,6,2,16,6,5,1,1,6,0,0,1,0,0
0,3,2,60,6,2,0,4,16,2,2,6,0,0,1,0,0
0,2,1,30,6,1,16,6,10,1,2,1,0,0,0,0,0
0,2,2,60,6,2,0,5,12,1,1,1,0,0,0,0,0
0,2,1,60,6,2,13,7,13,1,1,1,0,0,0,0,0
0,2,3,60,6,2,16,5,13,1,1,1,0,1,1,0,1
0,2,1,30,6,1,13,3,18,1,1,1,0,0,0,0,0
0,2,1,30,6,2,0,7,13,-99,2,1,0,0,0,0,0
0,1,1,30,6,2,0,2,15,1,1,1,0,0,0,1,1
0,2,1,40,6,2,16,2,13,1,1,1,0,0,1,0,0
0,2,1,30,6,2,13,4,16,1,1,4,0,1,0,0,1
0,2,1,40,6,2,16,6,9,1,1,1,0,0,0,0,0
0,1,1,30,6,1,18,2,13,1,2,1,0,1,1,0,1
0,2,1,40,6,2,16,5,19,1,2,4,0,0,0,0,0
0,1,2,60,6,2,0,3,2,1,2,6,0,0,0,0,0
1,2,1,60,6,2,13,6,6,2,2,1,0,0,0,0,0
0,2,2,40,6,1,13,6,10,1,1,1,0,0,0,0,0
0,1,1,30,6,1,0,6,0,-99,1,1,0,0,0,1,1
0,2,1,30,6,1,16,4,5,1,1,1,0,1,0,0,1
0,1,3,60,6,2,0,6,22,7,2,6,0,0,1,0,0
0,2,1,30,6,2,13,4,8,8,4,1,0,0,0,0,0
0,1,1,30,6,1,0,6,19,-99,1,4,0,0,0,1,1
0,1,1,60,6,2,13,4,19,1,1,6,0,0,0,0,0
1,2,1,60,6,2,13,2,15,1,1,1,0,1,1,0,1
0,2,1,30,6,1,16,5,17,1,2,1,0,1,0,0,1
0,2,2,60,6,2,0,6,15,1,1,1,0,0,0,0,0
1,2,2,60,6,2,13,4,18,1,-99,-99,0,0,0,0,0
0,2,3,30,6,2,16,7,12,1,1,1,0,0,0,0,0
0,2,2,30,6,1,13,7,15,1,2,1,0,0,0,0,0
0,2,1,30,6,1,0,6,5,1,1,1,0,1,1,0,1
0,1,1,60,6,2,0,4,22,1,1,6,0,1,1,0,1
1,2,2,40,6,2,18,3,17,1,1,1,0,1,1,0,1
0,2,1,30,6,1,16,1,18,1,1,1,0,0,0,0,0
1,1,2,60,6,2,0,2,13,2,2,1,0,0,0,0,0
0,2,1,60,6,2,0,2,16,1,2,6,0,0,0,0,0
1,1,1,30,6,1,13,7,22,1,1,4,0,0,0,1,1
0,2,1,40,6,2,13,1,12,1,2,1,0,1,1,0,1
0,3,1,60,6,2,13,5,8,2,2,1,0,0,0,0,0
0,1,1,60,6,2,0,1,15,1,1,1,0,0,0,0,0
0,1,1,60,6,2,0,7,4,8,2,6,0,0,0,0,0
0,2,1,30,6,1,13,2,5,1,1,1,0,0,0,0,0
0,2,1,30,3,1,0,4,10,1,1,1,0,0,0,0,0
1,3,1,60,6,2,16,5,8,1,1,1,0,0,0,0,0
1,1,2,60,6,2,0,5,17,1,1,1,0,1,1,0,1
0,2,1,60,6,2,13,4,19,1,1,1,0,0,1,0,0
0,2,1,60,6,2,13,4,8,2,2,1,0,0,0,0,0
0,2,2,60,6,2,16,1,12,2,2,1,0,0,0,0,0
0,2,1,40,1,1,0,7,9,1,1,1,0,0,0,0,0
0,2,2,30,6,2,13,7,9,-99,1,1,0,0,0,0,0
1,1,1,30,6,1,13,2,5,-99,2,5,0,0,1,0,0
0,2,3,30,6,2,0,7,17,1,2,4,0,0,0,0,0
1,2,1,60,6,2,18,3,18,1,2,6,0,0,1,0,0
1,2,1,30,6,1,0,1,11,1,2,1,0,0,0,1,1
0,2,1,60,6,2,0,5,8,2,2,1,0,0,1,0,0
0,2,1,50,6,2,13,3,18,1,1,6,0,0,0,0,0
0,2,1,60,6,2,13,3,11,1,1,1,0,0,0,0,0
1,2,1,30,6,1,13,4,16,1,1,1,0,0,0,0,0
0,2,1,60,6,2,0,5,18,1,1,6,0,0,0,0,0
0,1,1,30,6,2,18,6,16,1,1,1,0,0,0,1,1
1,1,1,60,6,2,0,2,12,1,2,1,0,0,1,0,0
0,2,1,70,3,2,0,4,10,1,1,1,0,0,1,0,0
0,1,1,30,6,1,18,4,8,1,1,1,0,0,0,1,1
0,1,1,30,6,1,13,7,10,1,1,1,0,0,0,1,1
0,1,1,60,6,2,0,4,15,1,1,1,0,0,1,0,0
0,1,1,60,6,2,13,6,22,1,1,6,0,0,1,0,0
0,4,1,40,6,2,0,5,8,1,1,1,0,0,0,0,0
0,2,1,50,6,2,18,2,6,2,2,6,0,0,0,0,0
1,1,1,60,6,2,0,3,8,1,2,6,0,0,1,0,0
1,2,1,40,6,1,16,4,19,1,1,4,0,1,1,0,1
1,2,4,60,6,2,16,7,11,2,2,1,0,0,0,0,0
1,2,6,60,3,2,0,2,6,1,1,1,0,0,0,0,0
0,2,2,30,1,2,0,3,8,1,2,1,0,0,0,0,0
0,1,1,30,6,1,18,7,11,1,1,1,0,0,0,1,1
0,3,1,30,6,2,0,3,16,1,1,1,0,0,0,0,0
0,2,1,30,6,1,0,5,12,-99,1,1,0,0,0,0,0
0,2,1,30,6,2,13,2,15,-99,1,1,0,1,1,0,1
0,1,1,30,6,2,13,2,22,1,1,4,0,0,1,0,0
0,1,1,60,6,2,0,4,2,7,1,6,0,1,1,0,1
0,1,1,30,6,2,13,5,15,1,2,1,0,0,0,1,1
0,1,1,60,6,2,0,5,7,8,4,1,0,0,1,0,0
0,2,1,60,6,2,0,5,14,8,2,1,0,0,0,0,0
0,2,1,60,6,2,13,3,14,1,2,1,0,0,0,0,0
0,1,1,60,6,2,0,2,7,1,2,1,0,0,1,0,0
0,3,1,30,6,1,0,7,9,1,1,1,0,0,0,0,0
0,3,2,60,6,2,0,7,15,1,1,1,0,1,0,0,1
0,2,1,30,6,1,13,6,18,1,1,4,0,1,0,0,1
0,3,3,60,6,2,0,6,13,1,1,1,0,0,0,0,0
0,1,1,30,6,2,0,4,16,1,2,1,0,0,0,1,1
0,2,1,70,3,2,0,4,13,1,1,1,0,0,0,0,0
0,2,1,60,6,2,0,4,9,1,1,1,0,0,0,0,0
1,2,1,30,6,1,0,6,13,1,1,1,0,0,0,0,0
1,1,1,50,6,2,0,5,13,1,1,1,0,1,1,0,1
0,2,1,60,6,2,18,3,18,-99,1,1,0,0,0,0,0
0,2,1,40,1,2,0,4,17,1,1,1,0,0,1,0,0
1,2,1,30,6,1,18,3,18,1,1,4,0,1,1,0,1
0,2,1,30,6,1,0,5,17,1,1,4,0,0,1,0,0
0,1,1,60,6,2,13,3,9,2,2,1,0,0,0,0,0
0,1,4,70,3,2,0,1,21,1,1,4,0,0,1,0,0
0,1,1,30,6,1,18,1,20,1,1,1,0,0,0,1,1
1,2,6,60,6,2,0,5,21,1,1,6,0,0,0,0,0
0,2,1,30,6,1,13,6,15,1,1,1,0,1,1,0,1
0,2,1,60,6,2,0,3,15,1,2,1,0,0,0,0,0
0,1,1,30,6,1,0,6,17,2,2,4,0,0,0,1,1
0,1,1,30,6,2,13,5,11,2,2,1,0,0,0,1,1
0,1,1,30,6,2,18,7,15,1,1,1,0,0,0,1,1
0,2,1,60,6,2,13,2,10,2,2,1,0,0,0,0,0
0,2,1,30,6,2,18,5,15,1,1,1,0,0,0,0,0
0,2,1,40,6,1,13,7,14,1,2,1,0,0,0,0,0
