severe,speed_limit,weather_conditions,road_surface_conditions,light_conditions
0,30,1,2,6
0,30,1,1,4
0,40,1,1,6
1,40,1,1,1
1,60,1,1,6
1,30,1,1,1
0,40,2,2,1
0,70,1,1,1
0,30,1,1,1
1,50,1,1,6
0,50,1,1,4
0,30,2,2,-99
0,30,1,1,6
0,30,1,1,1
0,70,1,1,1
1,70,2,2,1
0,40,1,1,4
1,50,1,2,-99
0,30,1,1,1
0,40,1,1,1
1,30,1,1,1
0,40,8,1,1
0,30,1,2,4
0,60,2,2,1
0,70,1,1,-99
0,40,1,2,4
0,30,1,2,4
0,30,8,5,4
0,30,1,1,1
1,70,1,1,1
1,70,1,1,1
1,30,-99,1,1
0,30,1,1,1
1,30,1,1,-99
1,60,1,2,1
0,30,8,1,4
0,30,8,2,4
0,50,4,1,1
0,30,1,1,1
0,40,1,1,6
0,30,1,1,1
0,30,1,1,1
0,60,7,2,1
0,60,1,1,1
0,70,1,1,1
0,40,1,1,1
1,60,1,2,1
1,30,1,1,1
0,30,1,1,1
0,30,1,1,4
1,30,1,1,1
0,30,1,1,4
0,60,1,1,1
1,30,1,1,4
0,20,1,1,1
1,70,1,1,4
0,70,1,1,4
0,20,1,1,1
0,60,1,1,6
0,50,1,1,1
1,30,2,2,1
1,60,1,1,1
0,30,1,1,4
0,40,1,2,6
0,30,2,2,1
1,50,1,1,1
1,70,1,1,1
1,20,1,1,1
0,30,1,1,1
0,70,1,1,4
0,30,1,1,1
0,40,1,1,1
0,30,1,1,1
1,30,1,2,4
0,60,1,2,6
0,30,1,1,4
0,30,1,1,4
0,30,1,1,1
0,50,2,1,1
0,30,2,2,4
1,70,3,4,4
1,30,1,1,1
0,70,2,2,1
0,30,1,1,1
0,60,1,1,1
0,30,1,1,1
0,40,1,1,1
0,40,1,1,6
1,30,1,1,1
0,30,1,1,1
0,30,1,1,6
0,30,1,1,4
0,30,-99,1,-99
1,30,1,1,1
1,50,1,1,1
0,30,1,1,1
1,60,1,1,6
1,60,1,1,6
0,30,1,1,-99
0,30,1,1,1
0,30,1,1,4
0,30,1,1,6
0,50,1,1,1
0,30,1,1,1
0,50,1,2,6
0,30,1,1,6
1,30,1,1,1
1,60,1,1,6
0,30,1,1,1
0,30,1,1,-99
0,60,-99,1,1
0,30,1,1,4
0,70,1,1,-99
0,40,1,1,1
0,30,1,1,4
0,20,1,1,1
0,30,2,2,4
1,40,2,2,1
0,30,1,1,4
1,30,1,1,1
1,70,1,1,1
0,30,8,2,1
0,40,1,1,1
1,30,1,2,1
1,30,1,2,4
1,20,1,1,4
0,30,2,2,4
0,30,1,1,1
0,50,1,1,4
0,60,1,2,1
0,40,1,1,1
1,40,1,1,1
0,30,1,1,1
0,30,1,1,1
0,40,1,1,1
0,60,2,2,6
0,20,1,1,1
0,60,1,1,1
1,30,1,1,1
0,30,1,1,1
0,30,1,1,1
1,30,1,1,1
0,30,1,2,1
0,70,1,1,4
1,40,7,1,1
1,30,1,2,4
0,50,1,1,1
0,30,1,2,-99
0,30,1,2,1
0,30,1,1,1
0,50,1,1,1
0,30,1,1,1
0,70,7,2,4
0,20,1,1,4
0,60,1,1,6
0,30,-99,1,-99
1,30,1,1,1
1,30,1,1,4
0,40,1,1,1
0,70,2,2,1
1,20,1,1,4
0,30,2,2,-99
0,30,1,1,1
0,30,1,1,1
0,40,1,1,1
0,60,1,1,1
1,70,1,1,1
0,20,1,1,1
0,60,1,1,1
0,30,1,1,1
0,40,1,1,1
1,30,1,1,1
1,60,1,1,1
1,60,1,2,6
0,30,-99,-99,-99
0,20,1,1,4
0,60,8,4,1
0,40,2,2,1
1,30,1,1,4
0,30,1,1,1
0,30,-99,1,1
1,20,1,1,1
1,60,1,1,1
0,30,1,1,1
0,60,1,1,1
0,30,2,2,1
1,30,1,2,4
1,30,1,2,1
1,40,8,1,1
0,20,1,1,1
0,70,1,1,1
0,30,1,1,4
1,50,1,1,1
0,30,1,1,1
0,50,1,1,1
0,30,2,2,1
0,20,1,1,1
0,40,1,2,4
0,30,1,1,1
1,30,1,1,1
0,30,1,1,1
0,70,1,1,1
0,30,1,2,1
0,40,1,1,1
0,30,1,1,1
0,20,1,1,1
0,30,1,1,1
0,60,1,1,1
0,60,1,1,1
0,40,1,1,1
0,50,2,2,6
1,40,1,4,1
0,30,2,1,-99
1,30,-99,1,1
1,40,1,1,1
1,60,1,1,1
0,30,1,1,1
0,70,1,1,1
1,70,1,1,4
0,30,1,1,1
1,30,1,1,1
0,30,1,1,1
0,70,1,1,1
1,30,1,1,1
0,30,1,1,1
0,30,2,2,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
1,30,1,1,1
0,30,1,1,1
0,40,1,1,4
0,40,1,1,1
1,30,1,1,1
0,30,1,2,4
0,20,1,1,1
0,20,1,1,1
0,70,2,2,1
0,50,1,1,1
0,30,1,1,1
0,60,2,2,6
0,70,1,1,6
1,70,1,1,4
0,60,1,1,1
0,30,1,1,1
1,40,1,1,1
1,30,1,1,1
0,20,1,1,1
0,30,1,1,1
1,70,1,1,1
0,70,1,1,6
0,30,1,1,1
0,60,1,2,6
1,30,1,1,1
0,70,2,2,4
1,30,1,1,1
1,60,1,1,1
1,60,1,1,1
0,40,1,1,1
0,60,1,1,1
0,40,1,1,1
0,40,1,2,1
0,70,1,2,1
0,30,2,2,1
1,50,1,1,1
0,30,1,1,1
0,60,1,1,6
0,30,1,1,6
0,50,1,1,4
0,60,1,1,1
0,40,1,1,1
0,30,1,1,1
0,30,1,1,4
0,20,1,1,1
0,60,2,5,6
0,40,7,1,1
0,40,1,1,1
1,30,1,1,1
0,30,1,1,1
1,40,2,2,1
0,40,1,1,4
1,60,2,2,6
1,30,1,1,1
0,30,2,2,4
0,30,-99,1,1
0,40,1,1,1
0,30,1,1,1
0,30,2,2,4
0,30,1,1,1
1,60,1,1,5
1,60,1,1,1
0,40,1,1,1
0,60,1,1,1
0,30,1,1,1
0,20,1,1,1
0,30,1,1,1
1,60,1,1,1
1,30,2,2,4
1,70,1,1,6
0,30,2,2,1
0,70,1,1,4
0,30,-99,1,1
1,30,1,2,1
0,30,1,1,1
1,30,1,1,1
0,30,1,1,-99
0,60,1,1,1
0,60,1,1,1
0,70,1,1,1
0,40,1,1,1
0,40,1,1,1
0,30,2,2,4
0,60,1,1,4
0,50,1,1,1
0,30,1,1,1
0,20,2,2,-99
0,30,1,1,4
1,40,8,2,4
0,30,1,1,4
0,60,1,2,1
1,70,4,1,4
0,60,2,2,1
0,30,1,1,1
1,30,1,1,1
0,30,4,1,1
0,30,1,2,1
0,30,1,1,1
0,60,1,1,1
0,60,1,1,6
1,30,3,3,1
0,30,1,1,1
1,30,2,2,4
0,40,1,1,4
1,70,1,1,4
0,30,1,1,1
0,70,1,1,4
0,50,1,1,6
0,60,1,1,1
0,20,1,1,1
0,40,1,1,1
0,70,5,5,1
0,30,8,2,4
0,30,1,2,6
0,70,1,2,1
0,40,1,1,1
0,60,1,1,6
0,40,1,1,4
0,40,1,1,1
0,50,2,2,4
0,30,1,1,1
0,30,1,4,4
1,60,2,1,6
1,70,1,2,6
1,40,1,1,1
0,30,2,2,1
1,60,1,1,6
0,40,1,2,1
1,40,1,1,1
0,30,1,1,4
1,30,1,2,4
1,70,3,4,1
0,30,1,1,1
0,30,1,1,1
0,50,1,1,6
1,60,1,1,1
0,30,2,2,4
0,60,1,2,6
0,50,1,1,1
0,40,2,2,1
0,70,1,1,1
0,30,1,1,1
1,60,1,1,1
0,50,1,1,1
0,70,1,1,1
0,30,1,1,4
0,40,2,2,1
0,30,2,2,4
0,30,1,1,1
1,30,1,2,1
1,70,1,1,1
0,30,1,1,-99
0,30,5,2,4
0,30,2,2,1
0,30,-99,1,1
0,30,-99,-99,1
0,30,1,1,1
0,30,1,1,1
1,60,1,1,1
0,30,1,1,1
0,30,1,1,1
0,60,2,2,1
0,70,5,2,6
0,30,2,2,4
0,30,2,2,4
0,70,1,1,1
0,40,1,1,1
1,30,1,1,4
1,40,1,2,1
1,60,1,1,1
1,30,2,2,1
0,30,1,2,1
0,60,1,4,1
1,30,1,1,-99
0,50,-99,-99,1
1,30,4,1,1
0,30,1,1,1
1,70,1,1,1
0,70,1,1,1
0,40,1,1,1
0,60,1,1,1
0,30,1,1,1
1,30,1,1,1
1,30,1,1,1
1,30,1,1,-99
0,60,1,2,6
0,50,7,2,1
1,30,1,1,4
0,50,2,2,6
0,30,1,2,4
0,30,-99,-99,1
0,30,1,1,1
1,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,2,2,1
1,30,1,1,1
0,40,4,2,1
0,50,1,1,1
0,60,1,2,6
0,50,1,2,1
1,30,1,1,1
0,60,2,2,1
0,50,1,1,1
1,30,1,1,1
1,60,1,1,1
0,30,1,1,1
1,30,1,1,4
0,30,1,1,1
0,30,1,1,1
0,40,2,1,1
0,60,8,2,1
0,30,1,1,1
0,30,1,1,5
1,50,1,1,1
1,40,1,2,1
0,30,1,1,1
0,70,8,1,1
0,70,1,1,4
0,40,1,1,1
0,60,1,1,1
0,30,1,1,1
1,30,2,2,4
0,60,1,1,6
0,30,1,1,4
0,30,1,1,1
0,70,1,1,1
1,30,2,2,1
1,30,-99,1,-99
0,30,2,2,1
0,30,1,1,1
1,50,1,1,1
1,70,1,1,1
0,30,8,2,1
0,40,2,5,-99
0,30,1,1,1
0,70,1,1,1
0,40,1,1,1
0,70,1,1,1
0,60,1,1,1
0,60,1,2,1
0,30,1,1,1
0,60,1,1,1
1,60,1,1,1
0,30,1,1,1
1,30,1,1,1
0,40,1,1,4
0,20,8,1,1
0,70,1,1,1
1,30,1,1,1
0,30,1,1,1
0,60,7,2,6
0,30,2,2,4
0,30,1,1,1
1,30,1,1,4
0,70,1,1,4
0,30,1,1,1
1,70,1,1,1
0,30,1,2,1
0,20,1,1,1
0,30,8,1,1
0,70,1,1,1
1,60,1,2,1
0,30,1,1,4
0,40,5,2,6
1,60,1,1,1
0,30,1,1,1
0,30,1,1,4
1,70,1,1,1
0,30,1,1,1
1,70,8,2,4
1,30,5,2,4
1,40,1,1,1
0,30,3,2,1
0,60,2,2,6
0,30,1,1,1
1,70,1,1,1
0,30,1,1,1
0,60,1,1,1
1,50,1,1,1
0,30,1,1,1
0,30,2,2,4
0,40,1,1,1
1,60,1,1,6
1,30,1,2,4
0,50,1,1,1
1,30,1,1,1
0,30,2,2,1
0,70,1,4,6
0,60,1,1,6
0,30,1,1,1
0,30,1,2,4
1,50,1,1,1
0,30,1,1,1
0,70,1,2,1
0,60,1,1,-99
0,30,1,1,1
0,20,1,1,1
0,60,1,1,1
1,70,1,1,1
0,60,1,1,4
0,30,1,1,1
0,30,1,1,1
0,30,2,2,4
0,30,5,2,1
0,40,1,1,1
0,30,5,2,4
1,70,1,1,-99
0,50,1,1,1
0,30,1,1,4
0,30,2,2,4
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
1,30,2,2,1
1,30,1,1,1
0,60,1,2,1
0,30,1,1,1
0,70,1,1,1
0,60,1,1,1
0,60,1,1,1
1,70,1,2,1
1,30,1,1,1
0,30,1,1,1
0,40,2,2,1
0,30,1,1,1
0,50,1,1,1
0,30,1,1,1
0,30,1,1,1
0,60,2,2,1
0,30,1,1,1
0,30,1,1,4
0,40,1,2,1
0,30,1,1,1
0,70,1,1,1
1,30,1,1,1
0,40,1,1,1
0,30,1,1,1
1,30,1,1,1
0,50,1,1,4
0,30,1,1,1
1,30,1,1,1
1,60,1,1,1
1,40,1,1,1
0,70,8,4,-99
1,30,1,1,4
0,30,1,1,1
0,30,1,1,1
0,50,1,1,1
0,70,1,1,4
1,30,2,2,4
0,30,1,1,1
1,40,1,1,4
0,30,1,1,1
1,70,1,2,4
0,30,1,2,1
0,50,1,1,1
0,30,1,1,1
1,70,1,1,1
1,30,1,1,1
0,70,1,2,6
0,60,1,1,6
1,30,1,1,-99
0,30,1,1,1
0,60,1,1,6
0,20,1,1,1
1,20,2,2,4
0,40,1,1,4
0,30,1,1,4
0,30,1,1,1
0,30,1,1,1
0,30,2,2,1
0,30,1,1,-99
0,30,1,1,1
1,30,1,2,4
0,30,1,1,4
0,30,1,2,1
1,40,1,2,6
0,40,1,1,1
0,60,4,2,1
0,30,1,1,4
0,30,1,1,1
0,50,1,1,1
1,30,1,1,1
0,60,1,4,1
1,60,1,1,1
0,30,1,1,1
0,60,1,1,1
0,40,1,1,1
0,20,2,2,1
0,30,1,2,1
1,70,1,1,1
0,20,1,1,4
0,40,1,1,1
0,60,1,1,6
0,60,1,1,1
0,30,8,1,4
1,30,7,2,1
0,30,2,2,4
0,30,1,1,4
1,30,1,1,4
0,30,1,1,1
0,40,1,1,1
0,40,1,1,1
0,20,1,1,-99
1,30,1,1,1
0,30,4,1,1
0,60,1,1,1
1,30,1,1,1
0,60,1,1,1
0,30,1,2,1
0,30,8,1,4
0,30,1,1,1
0,30,1,1,1
0,30,1,2,4
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,20,1,1,4
0,40,1,1,5
0,30,1,2,6
0,60,1,1,6
0,30,1,1,1
0,30,1,1,1
0,50,1,1,1
1,30,1,1,1
0,30,2,2,1
0,30,2,2,1
1,30,1,2,1
0,60,1,2,6
1,30,1,2,1
0,50,1,1,5
0,60,1,4,1
1,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,40,1,1,1
0,70,1,1,1
1,30,1,1,4
0,60,2,2,6
0,20,1,1,1
0,60,1,2,1
0,30,1,1,1
0,60,1,2,1
0,40,2,2,1
0,70,1,1,1
0,30,1,1,1
0,40,1,1,1
0,30,1,1,4
0,30,1,1,1
0,70,1,1,1
0,30,1,1,1
0,30,1,1,1
0,60,1,1,1
1,60,1,1,1
1,60,1,2,1
1,20,2,1,1
0,30,1,1,1
0,70,1,2,4
0,50,1,1,1
1,30,1,1,1
1,30,1,1,4
0,20,1,1,1
0,40,1,1,1
0,30,2,2,6
0,60,1,1,1
1,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,20,1,1,1
0,30,1,1,1
0,30,1,1,1
1,40,1,1,1
1,40,1,2,1
0,50,1,1,1
0,40,1,1,1
0,30,1,1,1
1,20,1,1,4
1,60,1,1,6
1,40,1,1,1
0,70,1,1,1
1,60,1,1,1
0,60,1,1,1
0,60,1,1,1
0,30,1,1,1
0,60,2,2,1
0,60,1,2,1
0,60,1,1,1
0,30,1,1,1
0,30,1,1,1
0,40,1,1,6
0,30,2,2,1
0,30,1,1,1
1,40,2,2,1
0,30,1,1,1
0,30,1,1,6
0,60,1,1,6
1,60,1,1,1
0,30,1,1,1
0,30,1,2,4
1,70,1,1,4
0,30,2,2,4
0,60,1,2,1
1,40,2,2,1
0,30,1,1,1
1,50,1,1,1
1,70,1,1,1
1,60,1,1,1
1,60,1,1,4
1,60,1,1,1
0,30,1,1,1
0,30,1,1,1
1,30,1,1,4
1,30,1,1,1
0,30,-99,1,-99
0,30,1,1,1
0,50,2,2,6
1,30,1,1,1
0,30,1,2,1
0,30,1,1,4
0,40,1,2,1
0,30,1,1,1
0,30,1,1,1
0,70,1,1,4
0,60,1,2,1
0,30,5,2,4
1,60,5,2,-99
1,30,5,2,4
0,40,1,1,4
0,70,8,4,-99
0,30,1,1,1
0,70,1,1,6
1,30,2,2,1
0,40,1,1,1
0,20,1,1,6
1,60,2,2,1
0,60,1,2,1
0,40,1,1,6
0,30,1,1,1
0,60,2,2,1
1,20,1,2,1
0,70,2,2,1
0,30,2,2,1
0,20,1,2,4
1,30,1,1,1
0,30,1,1,4
0,30,1,2,4
0,60,1,1,1
0,30,1,1,1
1,50,1,1,1
1,50,1,2,1
1,70,8,2,6
0,70,1,2,1
0,30,1,1,1
0,30,1,1,1
0,40,1,1,1
1,30,1,1,1
0,60,1,1,1
1,60,1,1,1
1,60,1,1,-99
1,70,1,1,6
0,30,1,1,1
0,40,1,1,1
0,30,8,1,1
0,30,1,1,1
0,30,1,1,1
1,70,1,1,1
1,30,1,1,4
0,60,1,1,6
0,30,1,1,1
1,60,1,1,1
1,30,1,1,1
1,30,1,1,4
0,30,1,1,1
0,30,1,1,1
1,30,1,1,4
0,60,1,1,1
1,40,2,2,4
0,30,1,2,4
0,20,5,2,1
0,30,2,2,4
0,50,1,1,1
1,30,2,2,4
0,30,1,1,1
1,60,1,1,1
1,50,4,2,1
0,30,1,1,1
0,30,2,2,4
0,30,1,1,1
1,60,1,2,1
0,30,1,1,4
0,30,2,2,4
0,30,2,2,4
0,50,5,2,6
0,30,1,1,1
0,30,2,2,4
0,30,1,1,1
1,30,1,1,1
0,60,1,1,1
1,30,1,1,4
0,30,1,1,1
0,40,1,1,1
1,70,1,2,4
1,30,1,1,1
0,70,1,2,4
0,70,4,1,1
1,70,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
1,50,1,1,1
1,60,7,2,6
0,60,2,2,6
0,70,1,1,4
1,30,1,1,5
1,70,1,1,4
1,30,1,1,1
1,40,1,1,4
0,30,1,1,4
0,40,1,1,6
0,60,4,2,6
0,20,1,1,1
0,30,1,1,1
0,70,1,1,4
1,30,1,1,4
1,30,1,1,1
0,30,1,2,4
0,30,1,1,1
0,20,1,1,1
0,30,2,2,1
1,70,1,1,1
0,30,1,1,1
0,30,1,1,1
1,60,1,1,1
1,40,1,2,1
0,30,1,1,1
0,30,1,1,1
0,30,2,2,4
0,60,8,4,6
1,70,1,1,4
0,40,2,2,1
0,30,1,1,1
0,30,1,1,6
0,20,1,1,1
0,70,1,1,6
1,60,1,2,6
0,30,1,1,1
0,30,2,2,1
1,30,1,1,1
0,20,-99,1,1
0,30,1,1,1
1,60,1,1,1
0,30,2,2,1
1,40,1,1,1
1,40,1,1,1
0,30,1,1,4
0,30,1,1,1
1,60,1,1,1
1,30,8,1,4
0,50,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,60,3,3,1
0,30,1,1,1
0,30,2,2,1
0,60,1,1,1
0,60,1,1,4
0,30,1,1,1
0,70,2,5,4
1,40,4,1,1
0,30,1,1,1
0,60,1,1,1
0,60,2,2,1
1,60,1,1,1
0,60,1,1,-99
0,30,2,2,1
0,30,2,2,4
0,60,1,1,1
0,40,2,2,1
1,30,5,2,4
0,30,2,2,1
1,30,1,1,1
1,50,1,2,1
0,30,1,1,1
0,70,1,1,-99
0,30,7,1,4
1,30,1,1,4
1,30,1,1,1
1,70,1,1,1
0,40,1,1,1
1,30,8,1,1
0,30,1,1,1
1,60,1,1,4
0,30,2,2,1
1,30,1,1,1
1,30,1,1,1
0,30,1,1,1
0,60,1,4,6
1,60,1,1,6
0,30,1,1,1
0,60,2,2,1
0,20,8,1,1
0,30,1,1,1
0,50,1,1,1
0,30,1,1,1
0,30,1,1,1
0,50,1,1,1
1,30,1,1,1
0,60,1,2,1
0,30,1,1,1
0,30,1,1,1
0,20,1,1,1
0,30,1,2,4
1,30,2,2,1
1,60,3,3,1
0,30,2,2,1
0,40,1,1,1
0,30,1,1,1
0,30,1,4,4
0,30,5,2,4
0,30,1,1,1
1,30,1,1,1
0,70,1,1,1
1,20,1,1,4
0,30,3,4,1
0,70,2,2,6
0,30,2,2,4
0,50,1,1,1
0,30,1,2,4
0,30,1,1,1
0,70,1,1,1
0,40,1,1,1
1,40,1,1,1
1,30,1,1,1
1,50,2,2,1
1,30,1,1,4
0,30,1,2,4
0,30,2,2,1
1,20,1,2,4
0,30,2,2,4
0,70,2,2,1
0,50,5,2,4
0,70,1,1,1
1,60,1,1,1
1,20,1,1,1
0,60,8,2,6
1,40,2,2,4
1,30,1,1,-99
0,20,1,1,1
0,30,1,1,4
0,30,-99,1,1
1,50,1,1,1
0,50,1,1,1
0,20,1,1,1
1,30,8,2,1
1,40,7,1,6
0,20,1,2,1
1,30,1,1,4
1,30,2,2,1
1,40,1,1,1
1,60,1,1,1
0,50,1,1,6
0,30,1,1,4
0,30,1,2,4
0,70,1,2,1
0,30,1,2,1
0,30,8,1,1
0,30,1,1,1
0,30,1,2,1
1,30,2,2,6
0,70,1,1,1
0,20,1,1,1
0,50,1,1,1
1,30,1,1,1
0,30,1,1,1
1,20,7,1,4
1,20,1,1,1
1,30,2,2,4
0,30,1,1,4
1,30,1,1,-99
0,50,1,1,1
1,70,5,2,1
0,30,2,2,1
1,40,1,1,6
1,50,1,1,6
1,30,1,1,1
0,70,2,5,5
0,50,1,2,1
0,50,1,2,4
1,20,1,1,1
1,30,1,1,1
0,30,1,1,1
0,60,1,1,1
0,30,1,1,1
0,50,1,1,1
0,30,1,1,1
0,30,1,1,1
0,70,2,2,1
1,30,-99,1,1
0,30,1,1,4
1,60,1,1,6
1,50,2,2,4
1,70,2,2,1
0,30,1,1,1
0,30,1,1,1
1,30,2,2,4
1,20,1,1,1
0,20,1,1,1
0,30,2,2,4
0,30,1,1,1
1,30,1,1,1
0,50,1,1,1
1,30,-99,1,4
0,60,2,2,6
1,30,2,2,5
0,30,1,1,1
0,70,1,1,1
0,30,1,1,1
1,30,8,1,1
1,30,1,1,4
0,30,1,1,1
0,30,2,2,1
0,20,1,1,1
1,50,1,1,1
0,50,1,1,1
0,50,1,1,1
0,30,2,2,1
0,70,8,2,1
0,40,1,1,1
1,30,2,2,1
1,30,1,1,1
0,20,2,2,1
1,30,1,1,1
1,40,1,1,1
1,30,1,1,1
0,40,1,1,1
1,30,1,1,1
0,50,2,2,1
0,30,1,1,1
1,60,1,1,6
0,60,2,2,1
0,60,1,1,1
1,30,1,2,1
0,30,1,1,4
1,60,1,2,1
0,60,1,4,6
0,30,3,2,1
0,70,2,2,1
0,30,1,1,1
0,30,1,1,1
0,50,1,1,1
0,70,1,1,1
0,30,1,1,1
0,20,1,1,1
0,30,1,1,1
0,60,1,1,1
1,30,1,2,4
0,30,-99,1,1
0,40,1,1,1
0,30,1,1,4
0,20,1,1,1
0,70,1,1,1
0,30,1,2,1
0,30,2,2,1
1,70,1,1,1
0,30,1,1,1
1,30,1,1,1
0,50,1,1,6
0,50,1,1,1
0,70,1,1,1
0,30,2,2,4
0,60,2,2,1
0,60,1,2,6
0,20,1,1,1
1,30,2,2,1
1,60,1,2,6
0,70,1,1,1
1,40,1,1,1
1,30,1,1,4
1,30,1,1,1
0,40,1,1,4
0,20,1,2,4
0,30,1,2,4
0,40,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,2,2,4
0,50,5,2,4
1,30,2,2,1
1,20,1,1,1
0,70,1,1,1
0,70,2,2,1
0,30,1,1,4
0,30,1,1,1
0,30,1,1,1
0,30,3,3,5
0,30,4,1,1
1,30,1,1,1
0,30,2,2,1
1,60,1,1,1
1,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,1
0,30,1,1,4
0,30,1,2,4
0,30,1,1,1
0,60,2,2,1
0,30,1,1,1
1,30,2,2,1
0,30,1,1,1
1,20,1,1,1
0,30,1,1,4
0,30,1,1,1
0,30,1,1,4
0,40,1,2,1
0,30,1,2,1
1,50,1,2,1
0,20,1,2,1
0,30,1,1,1
0,20,1,1,1
0,20,1,1,1
0,60,1,2,1
1,30,2,2,4
0,30,1,1,1
0,60,1,1,1
1,30,1,1,4
0,30,1,1,1
0,60,2,2,1
0,30,1,2,1
1,30,1,2,4
1,30,2,2,1
0,30,2,2,1
0,30,1,1,1
0,30,1,1,1
1,30,1,1,1
1,40,1,1,1
0,30,1,2,4
0,50,1,1,1
0,30,1,1,4
0,70,1,1,6
0,20,1,1,1
0,70,1,1,1
0,20,1,2,1
1,30,1,1,4
0,70,1,1,1
1,60,1,1,1
1,30,1,1,4
0,30,8,2,4
0,30,2,2,1
0,20,1,1,1
0,30,1,1,1
1,30,1,1,1
0,60,1,1,6
0,30,1,2,1
1,30,1,1,1
0,20,1,1,4
0,50,1,1,4
0,50,2,2,1
1,40,1,1,1
0,30,2,2,4
1,30,1,1,1
0,30,1,1,1
1,30,1,1,1
0,50,1,1,1
1,30,1,1,1
0,30,1,2,4
1,30,1,1,1
1,40,4,2,1
0,70,1,1,1
0,40,2,2,4
0,60,1,1,1
0,30,1,1,1
0,40,1,1,1
1,40,1,2,4
1,60,1,1,1
0,30,1,2,1
1,50,1,1,1
1,30,1,1,4
1,30,1,1,1
0,40,1,1,1
0,30,1,1,1
0,30,1,1,4
0,60,1,1,6
0,60,1,2,6
0,30,1,1,1
0,30,-99,1,1
0,30,1,1,1
0,30,2,2,1
1,40,1,1,4
0,60,1,1,1
0,30,1,1,1
1,60,1,1,1
1,20,1,1,1
1,50,2,2,1
1,30,1,1,1
0,40,1,1,1
0,30,1,1,4
0,30,1,1,1
0,60,1,2,1
1,20,1,1,4
1,30,2,1,1
1,50,-99,1,6
1,30,8,1,1
1,50,1,2,4
1,30,1,1,1
1,50,1,1,1
1,40,2,2,1
0,70,7,2,6
0,50,1,1,1
0,50,1,2,1
0,30,1,1,1
0,30,1,1,1
1,60,1,2,6
1,50,8,4,4
0,30,1,1,1
0,70,1,1,1
0,30,1,1,1
0,30,1,1,4
1,60,1,2,1
0,30,-99,1,-99
0,50,5,2,1
0,30,1,1,1
0,30,1,1,4
0,60,1,1,1
0,40,1,1,1
0,30,8,2,4
0,30,2,2,1
0,60,1,1,6
0,60,3,3,1
0,30,1,1,1
1,70,2,2,5
1,50,1,1,1
1,20,1,1,4
0,30,1,1,1
1,30,1,1,4
0,30,1,1,1
0,30,2,2,1
1,20,1,1,1
0,60,1,1,1
0,30,2,2,4
1,20,1,1,1
1,30,2,2,1
0,60,2,2,1
0,30,1,1,1
1,30,1,2,4
1,30,1,4,1
0,30,1,1,1
0,30,1,1,1
1,20,8,2,1
1,40,1,1,-99
1,30,1,1,4
0,60,1,1,6
0,30,1,1,1
1,30,1,2,6
1,30,1,1,4
0,40,2,2,1
0,40,1,1,4
0,30,1,1,1
0,30,1,2,4
0,50,1,1,4
0,70,2,2,6
0,30,2,2,1
0,30,1,1,1
0,30,-99,1,1
0,30,1,1,1
0,30,1,1,1
1,30,1,1,1
0,70,1,2,4
0,30,1,1,1
0,60,2,2,6
1,40,1,1,1
0,20,1,1,1
0,20,1,1,1
0,20,1,1,1
0,30,1,1,4
0,30,1,1,4
0,50,1,1,1
1,30,1,1,4
1,50,2,2,1
0,30,-99,1,-99
0,30,1,1,1
1,30,2,2,4
0,20,1,1,4
0,70,2,2,1
0,40,1,1,1
1,20,1,1,1
0,60,1,1,1
0,20,1,1,1
0,70,2,2,1
0,20,1,1,1
1,40,1,1,1
0,30,1,1,1
0,50,1,2,4
0,60,1,2,4
1,30,2,2,4
0,30,1,2,1
1,30,1,1,1
0,30,1,1,1
0,30,1,2,4
0,20,1,1,1
1,30,1,2,1
0,70,5,2,6
0,30,1,1,1
1,50,1,1,1
1,60,1,1,1
1,70,1,1,6
0,40,1,2,4
1,30,1,1,4
0,30,1,1,1
1,50,1,1,1
1,70,1,1,1
0,30,1,1,1
0,30,1,2,5
0,50,1,1,1
0,30,1,1,1
0,50,1,1,1
1,70,1,1,1
0,60,1,1,1
0,30,1,2,1
0,30,1,1,4
1,30,1,1,4
0,60,1,1,1
0,60,4,2,6
1,20,1,1,1
0,30,1,1,4
0,30,1,2,4
1,30,2,2,1
0,70,1,2,6
0,30,1,2,1
1,30,1,1,1
0,20,2,2,1
0,60,1,4,1
0,60,1,1,6
0,30,1,1,1
0,70,1,2,1
0,30,1,1,1
0,70,1,2,1
0,30,1,1,4
1,60,1,1,1
0,30,1,1,1
0,30,1,1,4
0,70,4,1,4
0,30,2,2,1
0,50,1,1,1
0,30,1,1,1
0,50,8,2,1
0,30,1,1,4
1,30,5,2,4
1,30,-99,4,-99
0,40,1,1,1
0,60,1,2,1
0,30,1,1,1
1,30,1,1,1
1,30,1,1,1
